x,y,z
-918.9528659170661,-231.48375329386033,-13.557752843815372
809.2896527798837,-1218.4543935149443,-77.11546801368009
956.7906225301409,-1575.1014112521443,82.61411964336992
-2035.3893873978568,748.1909069738551,-87.62375989955422
-1871.6104415002671,478.5155501788644,-117.67677972341501
-405.9164360439787,-692.4133483576951,-8.035565641997767
802.0558394261122,-1283.5018409746833,-114.19034138587406
717.7462005308981,-1534.1617599574968,-88.77330437962273
-2013.5398977770578,599.1597452066954,-139.62669087210685
346.67781222350527,-1577.003302060605,-73.0282468242851
-389.09932366562543,-642.3195854375487,-76.1710509287523
336.9166618700604,530.4947818873161,-288.00426464498287
-1313.8690969038387,22.235897903288397,-77.95541979873029
1689.6206333807331,-2170.0131692321993,119.69199809651099
548.6023430379897,-1511.3048049958184,-67.07210688790131
776.273487887194,-1329.7143445820122,-44.7877927225466
-1990.1165689734016,692.2650018076298,-135.3369050822293
-1166.6925911937512,-632.2448349654336,-156.45021667302467
-2017.6754840365008,720.6179249064794,-157.08527238251105
75.04884161905025,209.90824415388,-291.6196584146202
1001.4985971039348,-1666.54918939969,42.27207967911794
-1164.7058679076922,-636.244927962172,-178.98746502839936
827.9742479470165,-1401.260555465009,-114.64475764570727
-1688.4651827138512,406.3214170442275,-141.65953480585165
-1213.1891396301166,-617.3657651317526,-95.32962452058285
-1513.0275255073918,268.4576986018313,-27.26011607117057
565.2346138088901,-270.58093140055445,-276.8958700879804
-32.5095896197683,-945.2311873296323,-4.408843588690676
753.881443745409,-1412.482121960354,-108.16024797131539
-1929.3341973352087,587.5783314104092,-67.76568724852115
-5.587898181160764,419.88947897571563,-466.9774072287686
-161.70351100867413,-24.671396704075402,-276.85222066717125
-324.1070371353289,-148.955209918088,-292.1040365314884
803.894590496266,-1212.5419960346353,-154.0831670962791
1918.464869840406,1815.7252226677922,-571.0064485023245
-151.24710899709683,11.350360070994398,-222.11109440054364
-935.9439455533577,-269.90868384370384,-68.21826681349519
561.0161161333451,-1547.7680745286357,-110.15008209015853
-1382.0938624567611,66.46322865602028,-114.72866171545067
-1839.4816298720264,470.7973732657038,-156.66568589132572
-68.97942743283654,553.4060685121792,-508.863669455129
770.6503096893595,-1287.5153691525927,-95.54370339874046
61.54558767562765,295.5253822528602,-219.42509545964214
858.6291690604152,-1305.4667980485829,-89.97947512132824
-408.79463091619175,-636.5650846108955,-60.245336220823845
1111.0307434764002,1432.6225800294842,-462.14751397886994
655.109908201999,-1522.1964439305477,-24.44297688951928
334.59084721071866,603.5453378511465,-348.65992571104374
-2060.4495895450923,663.9059947164722,-90.79076536414252
717.3736294006301,-1498.2145070769775,59.340563455832125
-2067.7780218760004,654.9863850912586,-80.46747556069582
-68.24739391190906,519.9256955044939,-554.695289835707
749.4373525134267,-641.2123642852322,-180.8234805035895
-2076.17114225835,686.802415150851,-163.11756914211452
-415.3187445341331,810.7805542862154,-570.0128072880098
-291.64827225759797,-661.8716488147319,-50.58110114993812
636.4731285887152,955.3989617583873,-287.3590918759782
1899.9703628097423,1770.8905987804214,-561.0829735844665
54.62520062582727,-1598.412981129464,-46.68403377076659
-89.17382876043365,106.9596658533768,-305.9620476198256
-850.8837290377072,-1171.7763821403926,-97.89599557628682
135.82681851238925,-1579.116837341803,-20.41276182107107
-923.9912706620946,-1166.211011122383,-21.851927754939197
443.33979411232104,-1592.1289586422404,-23.043191332352524
-1481.4266990441156,-735.8552957237822,66.75772510515215
-207.1677325065883,610.1305529528305,-540.6214051668665
35.42254028073577,392.8515732402389,-486.9880956451716
-1368.3771501192516,151.19323896661058,-122.55465177368261
-308.1536491321049,-85.099118939096,-299.158321801838
-177.56225792433577,40.714558327991654,-259.2631020407096
-1928.2715809439114,515.4039019422888,-99.9829895866962
819.9730959949537,-1265.6643523182652,-126.4570948129631
312.3468348013865,89.3373183034855,-321.0955055400703
-524.3593211726632,-559.5979065724033,-43.640024657887984
-1046.515872918534,-201.64320924933804,-50.76801133117942
-1883.6853378199935,533.541935851104,-45.03685080041792
-826.6664778331395,-345.672590211593,-2.296925073930719
-139.84132503654178,633.6093264096056,-497.47105750369326
-332.7329934238448,743.0523833857699,-592.6563967163638
-1620.6709034081837,237.58654476449294,-96.96294940327563
475.83691133771765,857.6417909359972,-297.72873379603277
-1644.8078397412148,-774.6694776785274,172.7821375711788
1380.6491960475632,-1966.7220854910101,61.07787394709977
-1461.5025492816542,-696.6246156505475,-45.121745962636595
-1644.2330228698625,-861.7939106378371,283.18584650984957
797.3695150592295,-966.1945682319697,-160.9091423875896
-302.00220789005255,-627.2126351912759,-13.5817960238398
753.06101453207,-1474.275831511377,0.1601674504211985
-852.29695569553,-313.7303877644366,-97.98712919095163
1532.1369397489057,-2003.2868630154746,25.55829238327835
-1556.0044286874768,300.79101868416234,-97.93116921805404
-1556.9461221197444,-795.6602504856247,155.2660655891081
-1960.4065586987267,575.7328297305633,-43.861244571133895
-2022.930449410536,603.9461934538775,-96.42661382778297
-1061.3035362078074,-100.3058086216054,-46.83036264454008
-1277.4771777477436,-985.132939976244,-11.402488792921801
259.32882149513495,154.22710024887894,-351.6361382152367
-729.8081339139445,-1301.9810577117537,-81.87092857538649
1715.9616568907975,-2199.6671819487287,29.15443833639862
-1612.390300732105,-785.9460746590564,249.85700603206914
1323.7029362372516,-1827.9168649915755,31.377053135679308
786.3436944826145,-1392.9409930832978,-44.33556069353874
823.7699684733351,-951.0773897791782,-97.26399103990575
-1493.7799527135624,-783.2841260310912,80.2850913729781
-2021.9628287369214,677.8566914200696,-128.50597504273452
-692.2459416039065,-417.9150744447486,-188.73993217360632
828.8262193241032,1148.2486930012599,-399.42002261024123
558.8111343389633,-1312.2300269285802,-45.35607883654005
-638.9508815160439,-348.5843233857513,-216.74237294269926
-1443.236093765193,124.17019162704389,-73.33481145437847
671.9769780560543,1083.7164396850933,-367.7059502288055
110.18801847448097,290.1586387104316,-421.921206082129
757.3177588214883,-656.0436748322559,-243.01607492862615
-422.54898309469655,-603.7973777913576,3.4292973347690925
-413.12758105514564,-162.14612744540673,-273.0587364014176
778.8102099106223,-1449.8563955153334,-65.30249811801275
-619.8487452279987,-386.66851660584786,-22.16902987197344
11.423881358442038,146.55795584172995,-308.2283223982537
-2086.0319074894633,689.8866312520383,-121.73600741665273
17.696378831012975,397.4294396120075,-472.7806547335272
825.9871331986653,-1305.0293999992641,-73.17633129368355
-1958.2669372563457,646.4932141086056,-117.18212762654757
520.1958533646366,-1612.2213920722788,-73.73085586376602
346.6138500071149,-1636.2719552769665,-18.14588673405426
-1142.6831915087112,-673.2034084396137,-132.70796045170886
-1778.1275748823566,438.50547834966613,-161.01962904388282
-976.3315321156434,-266.97213240667566,-100.33930206618113
792.0353050728831,-1095.096501510163,-126.01785192151564
729.6387383227012,-755.5963662152517,-212.8150771690375
-1974.3906775132157,714.2119825504107,-101.89649335214503
-1446.1564951576215,216.696037902539,-132.04234416834623
186.97993696654794,242.3568436056972,-382.85622596125154
-944.595962720364,-574.2700100109565,-155.330959992681
803.9468602298695,-1292.504115968652,-40.92463873235014
178.35244108333703,325.6439067839193,-261.87021579712064
1706.9165438281877,1696.2513762071678,-560.3751766604615
2228.464812713155,1789.5841110108156,-595.9346173955672
-482.3393001237809,-283.35062925470527,-289.27686425051775
577.1258139446022,-1493.9631837761922,-52.06250142127371
552.3541951444938,-243.71861931034442,-310.2556635972732
794.8028836079899,-747.3318022291467,-243.5748219338848
339.137896275585,-1170.4099557471375,-30.823130061738834
-137.53323735012876,678.8877623234634,-493.7749896160905
-71.59365481245806,144.62380030289134,-266.76198452040023
-207.83685567859658,-1519.7148344452894,-23.0207384536741
-1175.0840722546975,-1065.7185764976634,-107.0977442910029
173.39996519116045,307.61805234120277,-436.5126769215391
-1900.0891219222985,508.6217811547159,-48.50838346747995
-1401.271548100268,132.9989791661811,-124.39521856888027
-1040.8364396443128,-645.2306652382019,-138.19096132774754
762.8455309262706,-1519.0911502874476,23.751282964750885
-2022.9000361650872,693.5869315144728,-50.79869184200643
397.11111118839926,-121.28223456014643,-345.6768929107168
-1234.3363724275257,-723.3567643380144,-78.3907103273607
1624.521706580967,1613.7645606038413,-556.4155576182047
-874.5818671629304,-549.5111943026222,-191.3838256568325
-1984.2014528216505,572.7188935815142,-100.82039772938263
1337.3348963908238,-1855.1848254651056,2.3459983383041276
-162.89623877639372,-736.7217971030306,-69.68571573544453
279.107638199224,632.7601113887997,-289.4554529715809
641.2197107890446,-1586.2334674449505,-41.78076450544352
-1731.2317256320898,424.3515793523755,-125.22913557345858
1841.0905812506953,-2219.696205256442,72.19939653547993
1768.5155436364482,1751.8854132180118,-578.068299961214
1297.962891728751,-1851.7357392130677,102.05405141814944
-1284.6922305238759,-637.8425348397855,-63.54353569406097
-1187.0964570240967,-673.120622842684,-84.64403833115513
-1068.5813520551148,-1159.5999658163,-69.18895579738145
812.660558103286,-1404.3115804072393,-136.23097304641482
-708.0710842647655,-363.0568092315831,-202.9928437593385
-609.6317477556065,-468.06759217287606,-98.6493182498522
-2036.9047502585067,715.5223075769246,-80.28314022668921
-2023.634908823272,751.5785589973998,-137.62936454840712
-564.9478079400621,-279.63246851668976,-287.75642952224484
994.074415041536,-1637.8094347564995,1.7239407818288797
28.334417127502128,467.93325949079355,-465.185193008066
-1893.2306867978377,606.0618234305914,-132.89673366159485
-1283.4116537326686,-4.571910317650927,-124.36870146588484
-379.4121697845798,-613.0452232286974,33.08531563692945
245.80639373606,97.96607958950831,-355.53945198391244
712.3076116040585,-1509.9640966929499,-12.230858468088826
-1964.7156499631478,647.1114285827026,-152.9428358355603
511.22288854667516,826.7773457678159,-345.9195026089908
-2032.029072839017,714.5382738124625,-154.9899907441
-597.6595695951179,-310.1795317900279,-219.3154324167072
-1358.055745963485,175.32160189816761,-84.29480547659222
35.13825953434376,-1600.1247651134827,-30.88513342186083
77.9532713022271,-1494.6383233180302,-60.652372240400894
-661.6227507787167,-375.5096771581022,-51.535714254473135
-146.51388548689073,589.7285679409231,-505.43738278463326
518.3443770882812,-350.1223182626194,-312.9452822109584
425.7514060762057,787.3233657977273,-308.3664779736178
827.7176439028631,-813.8747158833064,-149.58333960750033
798.4054492868652,-1038.1826427579056,-181.13240014222134
606.2743172230105,868.8404949120313,-333.35905555798087
1665.0122389594537,-2053.1593877896453,76.26169714951243
702.5641886468051,-720.1534909087103,-203.41891808851244
-1580.3133902535042,-797.1455047264976,219.63830286490358
-1577.1763559811807,-798.6396451059734,71.54608605770491
-40.62963289259749,-1505.740884748435,-73.98870504570962
1522.9697229704939,-1997.487561709539,15.532247904876858
-120.15717423983713,-1503.0806856882652,-87.09042516164001
696.4617251047167,-1411.8720823797742,-83.4944712349852
-1301.9022740269731,-697.2123511769215,-23.878243471206567
-2010.7185102526716,720.2330046567259,-101.377361576786
-883.5265750786745,-280.77424336521153,-96.62974672361847
665.5722983346075,-1564.8531997553116,-46.346436207499494
-2024.7677386215692,693.0047631356895,-136.95551122946785
-1607.3595002942059,252.65861320630594,-45.02637472917328
391.4119204313933,-126.16267553553506,-311.76548403249706
329.46098037348213,600.1277273168288,-315.9312140981646
-1608.833490261865,328.19188753635524,-68.32214507784047
11.419284530925982,256.98300570066,-284.01923843243935
272.54616586401005,-1052.7825086719336,15.522848946348336
638.5610896250872,-479.10448365572273,-205.05218489993254
-572.9977805182576,-1315.2941583645477,-30.144005456176675
819.8671047215571,-903.4509960134718,-121.27811769765077
-1405.2997777794542,140.84430283337775,-137.09036921091774
80.72955064981403,-990.9647314779149,38.70808486920339
492.92461420073,-1330.186339834606,-6.058745099567545
-1428.5354577700207,176.03222434810763,-36.91240003302778
-368.1094347689097,-229.7044316536749,-232.5473665137424
-2063.7978514141737,724.87976530857,-151.1889202884195
-2039.159118182303,713.7599265464362,-168.81171672666397
876.2780956975172,-1214.6539609663455,-150.06633206406596
-647.162169962708,-356.25975591500145,-251.35431163771844
-61.34305739852779,29.77376829127618,-258.112395801126
1592.467120889677,1599.4271656194023,-504.65292421763303
-1930.1252128097167,603.7865990792192,-90.01220413589729
-96.69325543818275,149.50904958907657,-298.79221618657255
-418.95016337663446,886.9245032977454,-589.1500585028391
-1890.1646355119012,587.1048840695277,-111.02478818211233
-383.68033325283164,884.1846854866,-643.474676718108
819.4523716032809,-1280.8553814819659,-84.77227334626363
800.2913376895253,-1135.4694897679806,-160.04820704180986
682.9665386802449,-541.8534093015805,-196.01622593962358
1679.8280072829718,1723.675302685525,-497.4380885950611
-188.4211720835035,-35.5262348886296,-213.4957220203803
-161.32049400876116,-1514.391901391049,-6.27244874507501
1974.5435285636847,1814.7315962063894,-569.1114177428223
754.6578204079256,-833.337836144222,-137.50902116589808
18.014257106444354,-1569.8119723903621,-2.8279983645736024
-1999.7839162261143,692.1842821184982,-51.721088906803956
-1870.5309265491778,463.6164305983852,-90.05853345120781
857.0192113940187,-845.9528443272162,-143.23352624710125
-254.93472470013978,-91.43110573517251,-192.5377562273269
425.2890075260512,-23.95783669182464,-396.32360648156396
70.81653322743051,-925.6084658529559,16.202422318229075
-914.3684521426369,-490.1126305322781,-221.51939878407936
-78.75324626203803,51.075609821649664,-234.43835913406343
