x,y,z
1066.1401488975366,-302.39012505344635,85.9128580048287
-91.82402568591684,795.8447154885043,-475.7591963427958
1261.3142529642184,-570.8069976207605,112.91871674754502
2085.8457168281375,-135.32898600834827,-78.9677547200314
-1966.4707920530159,2070.741165865963,-399.2786959750603
-1044.6599111350006,-1122.2548752733107,62.55734264027606
-1401.7502896680137,662.7178337214336,51.39215744555639
-1786.2708369398833,904.0742805093699,-331.37363595933766
1597.2756358101565,479.2803110135919,-217.07318322625775
-487.2558598409165,1010.1754427028867,-199.96422299083025
-1645.6952516636784,286.18883939817033,-295.737460014143
-1049.426301723451,901.5617248025492,-487.7388861831908
-107.23696976015285,-2351.0650385198924,165.3696473353071
-1391.2135261905487,-2152.5984371046748,-693.141087728212
-2347.3596295742886,1531.4088772681757,-50.03371362118203
-1801.7103763215252,666.1022616544933,-171.24286780257918
-1914.0740177756152,1882.934493574009,-120.57122454758246
1782.9885677767425,527.0380791390887,183.5817615723392
-957.3023601109086,1161.5367949322322,-654.660752664705
-1422.111508115245,1231.2017402940487,-281.6372381931413
-2084.9721072138705,-1501.5028771632085,-579.2708647411348
-1595.512923357885,-2066.3944447324043,-35.54324780655949
-725.8746149229582,966.8370549954333,-395.17608707220984
-1062.302149725356,-1070.1818131077946,62.48983603721716
-1809.486462894304,-1778.8122129174233,-59.06086397448401
-365.18925464435165,1027.03507821487,-237.38869296296616
-1687.6912831901282,1341.203475987079,-329.0668233432201
1625.2629906458126,225.650891687923,323.4456924513472
-1991.2152118033214,1744.0607942130396,-427.5581275243113
2169.8513213536116,-345.7606086358469,-52.51527803698963
-2072.8601623740647,-1854.1034103727209,-425.1422913706469
-1542.1501740561048,621.2962658884799,46.80285270566357
-1216.6633534639948,759.8983871885738,2.439744119126125
54.66981486451722,-1414.8551200769493,-345.10626786597334
1602.5412284748102,-2350.4481365566626,-329.79199960206694
1878.9090092539789,-2.823977758413939,-380.4159469054267
-882.3068875061755,1066.9197403516005,-61.41761742858573
-968.8992679994064,882.633412401328,-204.88141382619608
-1827.8492388972734,874.526342401109,-436.42647231641547
-2484.491038819739,1860.0006089757505,-241.3757570649336
-330.6507887776457,1441.1109519330178,-618.5441429251642
-2235.1917066623027,1984.8517905910398,-164.63130633256074
1139.4227311507773,475.94290116741035,-121.34373192682682
-2029.41412983248,2056.3949806127475,-258.0129940457323
-1953.215670812871,-2189.464996640612,-483.80820713559376
-1878.3468395462708,2086.1925014794883,31.16659377659463
-829.8312887060077,1162.3736754294714,-446.607636214327
1285.292963623062,-1701.2925406302566,-420.0618949127641
-2117.7962565304906,1688.338958539657,-398.2191182467328
-1576.3309911191202,1044.7199163916412,-412.10338885533145
2118.334510443257,-2057.526587281939,619.6812679950422
1277.1933411435407,-1920.3263460870883,695.3719742241416
-1726.8245308528565,1535.7843390305457,-282.22054136446656
-2192.628872790559,-1985.0290488218711,-673.3523269891585
-2153.15548042647,1818.869860371637,269.1196639105126
2104.7063566444976,-2245.788190072966,688.4907108943498
-2016.9262355625426,2019.4592701685392,-246.8645841102701
-1091.9712894916308,1176.5711151126004,-226.76184632201807
-1839.6868943874463,1266.753458486326,-678.4200931827564
-1454.7680564257757,-1806.0417663347398,-52.0626857549549
-1951.4874829295647,1630.3755044006036,-430.55857525950347
-2001.935202645991,-2005.593886601133,-613.1675006688342
-2470.218116124281,1298.2252029309795,-437.14037652331206
-152.61877701846095,-665.6805629778113,126.41233117254282
2443.28738480131,-49.68064161766778,-376.5833570276334
1163.895190676181,-1933.1379033704695,160.90081787377275
-1822.0916752456242,-2128.782903534139,-726.7316973229974
-1530.8690162616438,-1527.408123890734,-232.72290794724125
-1425.6154876299202,-1980.8041786806555,-84.7935047664129
-1361.3953252234016,0.47686081170397543,354.1660307738288
1411.4805362091595,475.9592637537764,-241.98812380276624
895.2425848389557,-926.2284828838478,207.43391909558622
-1594.627002325449,1237.1643871279696,-613.9421432489715
-1614.0139387833678,-440.29981604272086,-691.7342934266147
-124.47320563442113,-2364.1864195756734,147.84857187506523
879.7985514861645,-806.6188599320083,490.34597391660884
-996.2539836347687,-1362.4336698131424,261.06870929716416
-1116.0086045847063,490.38706453776433,-698.8237166295891
-1206.2031525814693,-1170.644350528444,98.05417167461725
-1878.0532076893621,-2142.38468554147,-659.3227846867852
-486.19586752416853,1450.5546959779463,-608.8717222234845
-713.1894799588227,991.712509694245,-192.49971115209343
-1670.2350383642165,-1561.4018811555243,-175.60266744403276
-1780.026141050622,1328.6966856903368,-414.46529279069375
-2055.6794178874206,1661.9721791347795,290.1564708572408
-2169.832457884932,-1402.5303493288325,-391.0679382318843
1497.3247436781928,605.614776209293,-233.06658821872722
-1702.7395616901558,1148.5264295231357,-383.09728729797496
-1997.3859624874617,-1834.0545966061459,-236.9541348015548
-1802.4545059080351,1402.6266156323911,-203.69023424671528
2374.010292598298,-2216.5895015073593,80.35826135957274
-2091.168682705684,125.6865402484353,606.4616710653195
374.990773252906,-1640.5130201983495,-328.10539044808866
2127.9555313111596,-2321.6979946524702,708.3046870739649
-1534.1209297100634,1239.9267064407272,-290.55143947180153
-1829.0989506357084,1605.7542854572262,262.37892953321784
-1883.9038212616026,1622.9076216731362,-409.2833802511127
1242.5274715286346,-1896.9147968225052,-234.01524096685148
-1796.0224181004592,517.9529609833148,-580.6414674723827
-1983.1778763667241,-1741.9525506137543,-572.044064378452
-304.43004961924004,-2304.790942417564,245.88202324622154
2510.547914036521,-372.4764315018144,-195.1838454676028
-1686.3289737532803,319.31109028517903,-543.8816373726809
1016.7804077716319,1952.5260881976549,-471.74020572913605
-1814.6374332252549,502.63451118377986,-290.00826925293285
1693.8282547000508,483.806419489924,-110.55093759252787
-420.3872306590302,909.2448890177848,-229.0301753450519
1680.1864639185048,-1863.0148391382654,-228.02217176818678
-1978.4585182685366,-1674.1018011940098,-500.5567479456865
-2275.041120321671,1604.552133951235,-23.32412808638513
-2410.348140702841,2267.734465089486,-4.890779086949827
-1954.8408299233395,1704.20765959084,324.8693270659416
1221.4850137514636,-1980.8657666912961,-248.65730304046355
-1171.0494848274245,-1346.131674963795,326.3745200501547
-695.3285750963447,807.4185176332489,-318.3484016362173
-640.0846750006624,1125.2866118196268,-242.872230759687
-1719.286477629308,1370.9784630836577,-436.3642376535034
1470.1902408182189,501.6472750823335,519.8133820811132
-1668.591151340854,-2300.7177420812272,-610.9022793406793
-2055.720230256837,1924.0624996106485,-490.2597514020847
1231.641375280737,-424.97004634049085,134.7388746453475
2037.4268880584355,-2190.971350361705,547.5773532548122
2405.0653639341176,799.0774377841723,448.60270894432654
1636.3082291125363,-2090.0193151783083,-156.45788348638587
-1676.487949795674,1710.5491084032728,-293.31460475921915
-1628.3556860041363,1595.2776558306007,-163.87144102040435
-2279.472755195856,2241.1126011869856,599.2296470772069
-1640.5163448014264,416.71320908811947,-91.48647863963095
1123.1110007825027,-1217.1426011078224,633.2075515655082
1332.7808550299708,-1139.627877614402,512.2334176011797
1003.738784357306,-601.6334077899943,569.3852087383644
-2339.45184291468,2288.9412970085755,-13.354743965762225
2366.703212256958,-601.705954953787,-734.3826354255343
-1744.5742768863286,-1673.7127205167317,-63.73983410803515
-2424.714720682271,1990.3667675698832,-532.5677677643696
-2255.204611853242,-1404.9830405420641,-268.28519188987076
-2448.671772108161,2190.1976071328213,-31.496830716216976
2343.5229045410288,-2188.8037417663945,68.17177339262413
-1459.6094170226413,-2204.240099974278,-170.14725890180407
-1110.0843021384014,592.5325984325395,-696.5842018335234
715.0174221733292,-533.906465580648,432.8716706104807
-1781.5276955865884,-1602.897943968321,-159.91461638574194
-1677.1375947714112,1789.2408593211815,-390.8074831282636
2353.4209635414873,671.5477470636783,469.91161936295316
1011.8828078873173,1908.0121476177453,-206.5156150795129
-1771.9844392185407,790.5925726845057,-92.82672895910856
-2079.433514408949,1416.471808964589,170.30635368373188
428.14498657403976,-1725.1158767022496,-419.9648454340146
1385.021330882332,-2037.4788166021244,-134.82366118145572
-2107.388570668739,1527.8608032869238,222.75735447534092
1657.6954993645456,-1826.466275098075,-263.28703823588256
-2355.818771580609,1754.6996149295794,-76.69073314488782
-920.8580244125369,771.9217985760308,-689.076727604552
440.5183785914416,-1476.7780274828485,-524.9655398617343
-2343.731073485093,-1694.1609839802666,-68.46142259646749
1026.0930758830762,-470.4730386820661,-90.18832080766153
1095.1825117236783,-1877.6703116292306,-498.7663365359921
-1204.3501127362988,843.6677942683914,-48.56905202797316
201.97198854149048,-1519.219990224601,-247.78191821501682
-1732.9347167966137,-131.930952887307,-703.0755178169194
-82.02264830328089,-754.6606214961266,-193.8822502278399
1904.5343593167624,1647.3823570285874,676.292138802234
-2196.0043226707567,1617.4763980307546,-9.247369038987618
905.8486100458592,-619.5259619262764,541.550644216882
-321.71145759052274,1288.2574840676423,-327.8996099881489
1456.3752442744687,591.3136966953173,-218.5217753722629
-2125.392320812821,-1810.2004332162755,-127.46102780313059
-1493.317209731269,701.718264105508,51.94322499473503
-2171.72448206055,77.54322532119625,414.0961876457596
-84.1507362793358,-2419.052748133554,491.694829382763
1325.3603461909386,129.57090156361932,142.63248463766791
-2411.9041040792044,2262.5571901548296,-10.545495578835652
-2104.9098221694594,1733.0467297672992,-402.71356651943904
1265.9624952565919,-490.00788311045005,334.31973586915416
-365.5630525279543,914.4153109485966,-224.57637238907347
-1382.7670904033318,-2146.502235716365,-726.3049822915973
-2347.341706116874,-2027.1014147676647,-185.70256912556732
434.4703739523458,-1460.532066201948,-542.9663169809811
-1207.6913888599743,-1989.6329769320469,-292.30095742475714
26.819664960002783,2071.218924131618,289.6015465056797
